trans_id,lang,translation
"Hommanäsintie",sv,"Hommanäsvägen"
"Kirkkonummi-Pikkala th (-Inkoo-Karjaa)",fi,"Kirkkonummi-Pikkala th (-Inkoo-Karjaa)"
"Elielinaukio - Pohjois-Haagan asema",sv,"Elielplatsen - Norra Haga station"
"Lillkanskog",sv,"Lillkanskog"
"Honkakallionkuja",fi,"Honkakallionkuja"
"Wessmanin tupa",sv,"Wessmans stuga"
"Hoas Kalasatama",fi,"Hoas Kalasatama"
"Kuusikkotie",sv,"Grandungevägen"
"Kevättie",sv,"Vårvägen"
"Bredantie 40",fi,"Bredantie 40"
"Poutamäentie 10",sv,"Värmobackavägen 10"
"Kallioruohontie",sv,"Berggräsvägen"
"Eliel-Askisto",sv,"Eliel-Askis"
"Matinkallio 12",sv,"Mattberget 12"
"Alppitie",sv,"Alpvägen"
"Tennistie 9",fi,"Tennistie 9"
"Kehä III, ramppi",sv,"Ring III, ramp"
"Isännäntie 12",sv,"Husbondevägen 12"
"Rtori1-Paloheinä",fi,"Rtori1-Paloheinä"
"Lukusolmu",fi,"Lukusolmu"
"Huovintie",fi,"Huovintie"
"Ailakkitie",fi,"Ailakkitie"
"Svartbäck",sv,"Svartbäck"
"Helsinki-Lahti",fi,"Helsinki-Lahti"
"Kuntakeskus-Siuntion kk.-Suitia-Uusikylä",fi,"Kuntakeskus-Siuntion kk.-Suitia-Uusikylä"
"Kultareuna",fi,"Kultareuna"
"Runonlaulajantie",fi,"Runonlaulajantie"
"Rajakentänkuja",fi,"Rajakentänkuja"
"Westendin asema",fi,"Westendin asema"
"Rautatientori - Arabia - Malmi - Jakomäki",fi,"Rautatientori - Arabia - Malmi - Jakomäki"
"Karting center",sv,"Karting center"
"Hevoshaantie",sv,"Hästhagsvägen"
"Arkadiankatu 4-6",sv,"Arkadiagatan 4-6"
"Pihlajiston ostosk.",fi,"Pihlajiston ostosk."
"Hanas. kultt.keskus",fi,"Hanas. kultt.keskus"
"Soukanraitti",fi,"Soukanraitti"
"Veijarinkallio",fi,"Veijarinkallio"
"Flytintie",fi,"Flytintie"
"Karhupuisto",sv,"Björnparken"
"Valkamanpelto",sv,"Hamnåkern"
"Vesterbacka",sv,"Vesterbacka"
"Volsintie",sv,"Volsvägen"
"Leppävaaran keskus",fi,"Leppävaaran keskus"
"Luuvantie",fi,"Luuvantie"
"Boxin paloasema",fi,"Boxin paloasema"
"Luuvaniementie",sv,"Lognäsvägen"
"Sörnäinen",sv,"Sörnäs"
"Espoon keskus-Mikkelä-Kauklahti",sv,"Esbo centrum-Mickels-Köklax"
"Kamppi - Hämeenlinnanväylä ( - Nurmijärvi)",fi,"Kamppi - Hämeenlinnanväylä ( - Nurmijärvi)"
"Asemapäällikönkatu",sv,"Stinsgatan"
"Kannelkoti",sv,"Kantelehemmet"
"Viikin biokeskus",sv,"Viks biocenter"
"Ketokiventie 1",sv,"Fältstensvägen 1"
"Fredrikinkatu 20",sv,"Fredriksgatan 20"
"Iltatie 13",sv,"Kvällsvägen 13"
"Kuntakeskus-Siuntion kk.-Järvinummi",fi,"Kuntakeskus-Siuntion kk.-Järvinummi"
"Verkkokatu",fi,"Verkkokatu"
"Kytömaa",fi,"Kytömaa"
"Sipoonlahden koulu",fi,"Sipoonlahden koulu"
"Kilo",sv,"Kilo"
"Luutnantintie 15",fi,"Luutnantintie 15"
"Kallio",fi,"Kallio"
"Länsi-Hkin lukio",fi,"Länsi-Hkin lukio"
"Muurimestarintie",fi,"Muurimestarintie"
"Gunillankallio",fi,"Gunillankallio"
"FCG Käpylä",sv,"FCG Kottby"
"Uurtajantie",sv,"Laggarevägen"
"Kenttätie",sv,"Fältvägen"
"Soukka - Kivenlahti - Latokaski - Espoon keskus - Jorvi",sv,"Sökö - Stensvik - Ladusved - Esbo centrum - Jorv"
"Helsinki - Leppävaara - Kirkkonummi - Siuntio",sv,"Helsingfors - Alberga - Kyrkslätt - Sjundeå"
"Taulutie",fi,"Taulutie"
"HY eläinlääketiet.",sv,"Veterinärmed. fakult"
"Sysimiehentie 39",sv,"Kolarvägen 39"
"Kolmikulma",fi,"Kolmikulma"
"Lapinrinne",fi,"Lapinrinne"
"Merihaka",fi,"Merihaka"
"Kaskilaaksontie",fi,"Kaskilaaksontie"
"Maarukka",fi,"Maarukka"
"Pääskyskuja",sv,"Svalgränden"
"Vantaanmäki",sv,"Vandabacken"
"Matinkylä-Kivenlahti",fi,"Matinkylä-Kivenlahti"
"Porslahdentie 26",fi,"Porslahdentie 26"
"Snellmaninkatu",fi,"Snellmaninkatu"
"Tilanhoitajankaari",fi,"Tilanhoitajankaari"
"Strömbergin ala-aste",fi,"Strömbergin ala-aste"
"Alokastie",fi,"Alokastie"
"Hansinkatu 4",fi,"Hansinkatu 4"
"Töyrytie",sv,"Liden"
"Vantinkulma",sv,"Fantshörnan"
"Päivärinteentie",sv,"Päivärinnevägen"
"Matinkylä-Soukanniem",sv,"Mattby-Sökö udd"
"Teilimäki",fi,"Teilimäki"
"Hiomotie 3",fi,"Hiomotie 3"
"Apollonkatu 5",sv,"Apollogatan 5"
"Rautatientori-Malmi-Tapanila-Puistola-Heikinlaakso",fi,"Rautatientori-Malmi-Tapanila-Puistola-Heikinlaakso"
"Töölö-Pasila",sv,"Tölö-Böle"
"Merimiehenkatu",fi,"Merimiehenkatu"
"Riihimiehentie",sv,"Rikarlsvägen"
"Varpukallionkuja",sv,"Risbergsgränden"
"Etelätuulentie",fi,"Etelätuulentie"
"Tukholmankatu 23",sv,"Stockholmsgatan 23"
"Sorvaajankatu 10",sv,"Svarvaregatan 10"
"Kivikonkaari 39",sv,"Stensbölebågen 39"
"Kokinkyläntie",sv,"Kockbyvägen"
"Ruoholahti-K",fi,"Ruoholahti-K"
"Puolimatkantie",fi,"Puolimatkantie"
"Mellunmäentie",sv,"Mellungsbackavägen"
"Alvallantie",sv,"Alvallavägen"
"Olympiaranta 1",sv,"Olympiastranden 1"
"Ilkantie 11",fi,"Ilkantie 11"
"Kaislaranta",fi,"Kaislaranta"
"Peltovuorentie 12",sv,"Åkerbergsvägen 12"
"Pitäjänm. teoll.alue",fi,"Pitäjänm. teoll.alue"
"Lohimiehenpolku",fi,"Lohimiehenpolku"
"Maistraatintori",fi,"Maistraatintori"
"Ollkärrintie",fi,"Ollkärrintie"
"Roosinmäki",sv,"Roosbacken"
"Laajalahdentie 4",sv,"Bredviksvägen 4"
"Värströmintie 202 A",sv,"Värströmsvägen 202 A"
"Gesterbynpolku",fi,"Gesterbynpolku"
"Harbonkatu",sv,"Harbogatan"
"Martinsilta",sv,"Mårtensbro"
"Mankki",sv,"Mankby"
"Kustaantie 18",fi,"Kustaantie 18"
"Mellunmäki - Hakunila - Myyrmäki",sv,"Mellungsbacka - Håkansböle - Myrbacka"
"Eira - Töölö - Sörnäinen (M) - Mäkelänrinne",fi,"Eira - Töölö - Sörnäinen (M) - Mäkelänrinne"
"Hakaniemi-Ala-Tikkur",sv,"Hagnäs-Nedre Dickurs"
"Töölöntori",fi,"Töölöntori"
"Tasankotie",fi,"Tasankotie"
"Kaskiniityntie 11",fi,"Kaskiniityntie 11"
"Puistola",fi,"Puistola"
"Kuusmiehenkaari",sv,"Sexmansbågen"
"Palttinatie",sv,"Lärftstigen"
"Bredantie 32",fi,"Bredantie 32"
"Linnankoskenk. 25-27",sv,"Linnankoskig. 25-27"
"Tuomarilantie",sv,"Domsbyvägen"
"Puistokartano",fi,"Puistokartano"
"Kaarelantie",sv,"Kårbölevägen"
"Puustellintie",sv,"Boställsvägen"
"Piilopolku",sv,"Gömstigen"
"Kiitoradantie 2",sv,"Startbanevägen 2"
"Vanhankylän koulu",sv,"Vanhankylän koulu"
"Espoon k-Röylä",sv,"Esbo c-Rödskog"
"Rautatientori - Vuosaaren satama",fi,"Rautatientori - Vuosaaren satama"
"Lauttasaari (M) / Tapiola (M) - Mankkaa",fi,"Lauttasaari (M) / Tapiola (M) - Mankkaa"
"Kuutamokatu 8",sv,"Månskensgatan 8"
"Kamppi-Saunalahti",fi,"Kamppi-Saunalahti"
"Rautat-P.Nikinmäki",sv,"Järnv-N.Nissb"
"Eskos",fi,"Eskos"
"Aseveljentie",sv,"Vapenbrödravägen"
"Hattulantie-Käpylä",fi,"Hattulantie-Käpylä"
"Eira-Munkkivuo",sv,"Eira-Munkshöjd"
"Palje",fi,"Palje"
"Murronmutka",fi,"Murronmutka"
"Varjakanvalkama 38",fi,"Varjakanvalkama 38"
"Joupinpuisto",fi,"Joupinpuisto"
"Tapiola-Niittykumpu",sv,"Hagalund-Ängskulla"
"Matinkylä (M), l. 7",sv,"Mattby (M), pf. 7"
"Rautalammintie",fi,"Rautalammintie"
"Seurakuntakeskus",fi,"Seurakuntakeskus"
"Lauttasaaren silta",sv,"Drumsö bro"
"Metsätähdentie",sv,"Skogsstjärnevägen"
"Valhallantie",fi,"Valhallantie"
"Ollaksen päiväkoti",fi,"Ollaksen päiväkoti"
"Hovitie",fi,"Hovitie"
"Kuukumäentie",fi,"Kuukumäentie"
"Nyyrikintie",sv,"Nyyrikkivägen"
"Westendin puistotie",sv,"Westendallen"
"Turvesuo",sv,"Torvmossen"
"Kotiniitynrinne",sv,"Hemängsbrinken"
"Heikinlaaksontie",fi,"Heikinlaaksontie"
"Karpaattientie 31",fi,"Karpaattientie 31"
"Rautatientori - Viikki - Latokartano",fi,"Rautatientori - Viikki - Latokartano"
"Torkkelinmäki",fi,"Torkkelinmäki"
"Opintien terminaali",fi,"Opintien terminaali"
"Rajalinnantie",sv,"Rajalinnantie"
"Kauppalaivurintie",sv,"Handelsskepparvägen"
"Rautatientori - Malmi - Puistola",fi,"Rautatientori - Malmi - Puistola"
"Nikkilä - Pornainen - Rajakulma",fi,"Nikkilä - Pornainen - Rajakulma"
"Veromiehen teoll.al.",fi,"Veromiehen teoll.al."
"Kirkkonummi mh, l. 6",fi,"Kirkkonummi mh, l. 6"
"Kivihaantie",sv,"Stenhagsvägen"
"Amiraalin puistotie",fi,"Amiraalin puistotie"
"Herttoniemi-Yliskylä",sv,"Hertonäs-Uppby"
"Leppävaar-Helmipöllö",sv,"Alberga-Pärluggleb"
"Kylänvanhimmantie 7",sv,"Byäldstevägen 7"
"Klaneettitie",sv,"Klarinettvägen"
"Laivalahdenportti 5",fi,"Laivalahdenportti 5"
"Amiraalin Puistotie",fi,"Amiraalin Puistotie"
"Itäkeskus (M) - Puotila - Vartioharju - Mellunmäki (M)",fi,"Itäkeskus (M) - Puotila - Vartioharju - Mellunmäki (M)"
"Elielinaukio - Martinlaakso - Kalajärvi",fi,"Elielinaukio - Martinlaakso - Kalajärvi"
"Mellunmäentie",fi,"Mellunmäentie"
"Teerentie",fi,"Teerentie"
"Suomenlinna, päälait",sv,"Sveaborg, huvudbr."
"Sarsala",sv,"Sarsala"
"Mariankatu",fi,"Mariankatu"
"Asemapäällikönk.",fi,"Asemapäällikönk."
"Pohjolankatu",fi,"Pohjolankatu"
"Ruoholahti - Salmisaari",sv,"Gräsviken - Sundholmen"
"Moreenitie",fi,"Moreenitie"
"Hakkilank. Kenttä",fi,"Hakkilank. Kenttä"
"Meilahti - Urheilutalo",fi,"Meilahti - Urheilutalo"
"Kiiltomadonpolku",fi,"Kiiltomadonpolku"
"Luhtimäki",fi,"Luhtimäki"
"Lentoasema T2",fi,"Lentoasema T2"
"Leppävaara-Jupperi",sv,"Alberga-Jupper"
"Matinkylä (M), lait. 1",sv,"Mattby (M), pf. 1"
"Helmikuja",sv,"Pärlgränden"
"Jollaksentie 42",fi,"Jollaksentie 42"
"Hakan-Kalasat",sv,"Hagnäs-Fiskeh"
"Åkervikintie",sv,"Åkerviksvägen"
"Kirjokiventie 5",fi,"Kirjokiventie 5"
"Rtori8-Kotikonnunti",fi,"Rtori8-Kotikonnunti"
"Sirkushevoset",fi,"Sirkushevoset"
"Helatehtaankatu",fi,"Helatehtaankatu"
"Hiirakkotie 9",fi,"Hiirakkotie 9"
"Järvenpää - Linjamäki - Kellokoski",fi,"Järvenpää - Linjamäki - Kellokoski"
"Valkonauhantie",fi,"Valkonauhantie"
"Tarapotintie",fi,"Tarapotintie"
"Tuulensuuntori",sv,"Tuulensuutorget"
"Kärkipuisto",sv,"Spetsparken"
"Mäkelänkatu 30",fi,"Mäkelänkatu 30"
"Sateenkaari",fi,"Sateenkaari"
"Simaportti",fi,"Simaportti"
"Impivaarantie 4",fi,"Impivaarantie 4"
"Grållas",sv,"Grållas"
"Myransintie",sv,"Myransvägen"
"Siippoo",sv,"Siippoo"
"Salpausseläntie 8",fi,"Salpausseläntie 8"
"Kamppi, laituri 58",fi,"Kamppi, laituri 58"
"Jakomäki",sv,"Jakobacka"
"Hämeentie 31",fi,"Hämeentie 31"
"Rautat-Kulomäki",fi,"Rautat-Kulomäki"
"Olarin lukio",fi,"Olarin lukio"
"Jokelan asema",fi,"Jokelan asema"
"Pohjanrinne",sv,"Norrbrinken"
"Siltasaarenkatu 14",sv,"Broholmsgatan 14"
"Eriknäsintie",sv,"Eriknäsvägen"
"Kuntakeskus- Siuntion kk.-Kokkila",fi,"Kuntakeskus- Siuntion kk.-Kokkila"
"Raivio",sv,"Rödjan"
"Nro 1250042",fi,"Nro 1250042"
"Pikkala",sv,"Pickala"
"Ramsinniementie",sv,"Ramsöuddsvägen"
"Bosund",sv,"Bosund"
"Naruportti",sv,"Snörporten"
"Huvilinnanmäki",fi,"Huvilinnanmäki"
"Kutojantie 17",sv,"Knektbacksvägen"
"Käräjätuvantie",fi,"Käräjätuvantie"
"Kulolaakso",fi,"Kulolaakso"
"Usvatie",sv,"Disvägen"
"Turvesuonristi",sv,"Torvmosskorset"
"Pyhtäänkorvenkuja 1",fi,"Pyhtäänkorvenkuja 1"
"Pornainen - Järvenpää",fi,"Pornainen - Järvenpää"
"Viikin kirkko",fi,"Viikin kirkko"
"Laurinlahden koulu",fi,"Laurinlahden koulu"
"Koskenhaantie 23",sv,"Forshagavägen 23"
"Gustav Pauligin katu",sv,"Gustav Pauligis gata"
"Helsingintie 10",sv,"Helsingforsvägen 10"
"Rautatientori-Leinelä-Hyrylä-Kilta-Kerava",sv,"Järnvägstorget-Lejle-Hyrylä-Kilta-Kervo"
"Cygnaeus Lågstadium",fi,"Cygnaeus Lågstadium"
"Saramäentie",fi,"Saramäentie"
"Hansinkatu",fi,"Hansinkatu"
"Tuulentie",fi,"Tuulentie"
"ABB, Strömbergintie",sv,"ABB, Strömbergsvägen"
"Friggesbyntie 15",sv,"Friggesbyvägen 15"
"Inex KT",sv,"Inex KT"
"Nynäsintie",sv,"Nynäsvägen"
"Ratsutallintie",fi,"Ratsutallintie"
"Alatörmä",fi,"Alatörmä"
"Kantanonranta",sv,"Herrgårdsstranden"
"Koivusilta",sv,"Koivusilta"
"Tulppatie 7",sv,"Pluggvägen 7"
"Gesterborgintie 3",fi,"Gesterborgintie 3"
"Helluntairaitti",sv,"Pingststråket"
"Asema-aukio-Munkkiniemi-Konala-Malminkartano-Honkasuo",fi,"Asema-aukio-Munkkiniemi-Konala-Malminkartano-Honkasuo"
"Maraton",sv,"Maraton"
"Muuralantie",sv,"Morbyvägen"
"618",fi,"618"
"Vuosaari (M) - Aurinkolahti - Vuosaaren satama",fi,"Vuosaari (M) - Aurinkolahti - Vuosaaren satama"
"Tove Janssonin p.",fi,"Tove Janssonin p."
"Kaskenpolttajantie",fi,"Kaskenpolttajantie"
"Eestinlaakso",sv,"Estdalen"
"Nihtimäentie",sv,"Knektbacksvägen"
"Jakomäentie 10",fi,"Jakomäentie 10"
"Lönnholmintie",fi,"Lönnholmintie"
"Fallkulla",sv,"Fallkulla"
"Pohjolankatu 18",sv,"Pohjolagatan 18"
"Elielinaukio",sv,"Elielinaukio"
"Malmin asematie",fi,"Malmin asematie"
"Kerava as., lait. 13",fi,"Kerava as., lait. 13"
"Helsinginkatu 4",sv,"Helsingegatan 4"
"Mechelininkatu 17",sv,"Mechelingatan 17"
"Itäkeskus-Westendina",sv,"Ö. centrum-Westendst"
"Ryytimaankuja",sv,"Kryddgårdsgränd"
"Karakallion keskus",sv,"Karabacka centrum"
"Korkeavuorenkatu 11",fi,"Korkeavuorenkatu 11"
"Juhanintie",fi,"Juhanintie"
"Tyyskyläntie",fi,"Tyyskyläntie"
"Pohjolanaukio",sv,"Pohjolaplatsen"
"Klovi",sv,"Klovis"
"Pursimiehenkatu 29",fi,"Pursimiehenkatu 29"
"Järvenpää - Linjamäki - Kellokoski",sv,"Järvenpää - Linjamäki - Kellokoski"
"Hannuntie",fi,"Hannuntie"
"Juula",fi,"Juula"
"Kamppi-Tapiola (M)-Niittykumpu (M)-Olari- Latokaski",fi,"Kamppi-Tapiola (M)-Niittykumpu (M)-Olari- Latokaski"
"Tiistilä-Jorvi",sv,"Distby-Jorv"
"Aviabulevardi 2",sv,"Aviabulevarden 2"
"Kirstinmäki",fi,"Kirstinmäki"
"Liljatie",sv,"Liljevägen"
"Rannikkolaivurint 16",fi,"Rannikkolaivurint 16"
"Runeberginkatu 10",sv,"Runebergsgatan 10"
"Mellunmäki-Aviapolis",sv,"Mellungsba-Aviapolis"
"Kamppi - Turunväylä - Veikkola -",fi,"Kamppi - Turunväylä - Veikkola -"
"Humallahti",sv,"Hummelviken"
"Nuppulinnan asema",sv,"Nuppulinnan asema"
"Pornainen - Järvenpää",sv,"Borgnäs - Träskända"
"Tallinnanaukio",fi,"Tallinnanaukio"
"Kaisaniemenkatu",sv,"Kajsaniemigatan"
"Nummenkylä",sv,"Nummenkylä"
"Kamppi-Maantiekylä-Hyrylä-Jäniksenlinna",fi,"Kamppi-Maantiekylä-Hyrylä-Jäniksenlinna"
"Lauttasaari (M)-Vattuniemi",sv,"Drumsö (M)-Hallonnäs"
"Veklahdentie",fi,"Veklahdentie"
"Tilanhoitajankaari",sv,"Förvaltarbågen"
"Hiirakkokuja",sv,"Musblacksgränden"
"Lapinkylä",sv,"Lappböle"
"Pornainen koulukesk.",sv,"Pornainen koulukesk."
"Riistavuorenkuja 6",fi,"Riistavuorenkuja 6"
"Korpimaa 1",fi,"Korpimaa 1"
"Kirstin koulu",fi,"Kirstin koulu"
"Myllypellonkuja",fi,"Myllypellonkuja"
"Koivusilta",fi,"Koivusilta"
"Robert Huberin tie",sv,"Robert Hubers väg"
"Miestenmetsä",fi,"Miestenmetsä"
"Svenska normallyceum",sv,"Svenska normallyceum"
"Vuosaari(M)-Pohjoinen ostoskeskus",sv,"Nordsjö(M)-Norra köpcentrum"
"Vaahterakuja",fi,"Vaahterakuja"
"Äraportti",sv,"Äraporten"
"Lokirinne",sv,"Loggbranten"
"Puolimatkantie",sv,"Puolimatkantie"
"Orionintie",fi,"Orionintie"
"Ruuvikuja",fi,"Ruuvikuja"
"Kampin terminaali, lait. 48",sv,"Kampens terminal, pf. 48"
"Lansanpuro",fi,"Lansanpuro"
"Kaskenpolttajantie",sv,"Svedjebrännarvägen"
"Kalasääskentie",sv,"Fiskglusvägen"
"Kivipadontie",fi,"Kivipadontie"
"Kolkekannas",sv,"Klappedet"
"Myyrmäen uimahalli",sv,"Myrbacka simhall"
"Vanha maantie",fi,"Vanha maantie"
"Kauklahti-Knummi",fi,"Kauklahti-Knummi"
"Vuosaari(M)-Kallahti",fi,"Vuosaari(M)-Kallahti"
"Elielinaukio-Myyrmäki-Pähkinärinne-Kalajärvi",fi,"Elielinaukio-Myyrmäki-Pähkinärinne-Kalajärvi"
"Hakaniemi, tulo",fi,"Hakaniemi, tulo"
"Pohj. Heikelintie",fi,"Pohj. Heikelintie"
"Osumapuisto",fi,"Osumapuisto"
"Sadolin",fi,"Sadolin"
"Killnäsintie",fi,"Killnäsintie"
"Kehtotie",sv,"Vaggvägen"
"Lokkisaarentie 13",sv,"Trutholmsvägen 13"
"Kirkkoreitti",fi,"Kirkkoreitti"
"Sunanniityntie",sv,"Sunaängsvägen"
"Bredantie 32",sv,"Bredavägen 32"
"Helsinginkatu-Arabia",sv,"Helsingegatan-Arabia"
"Dalkulla",sv,"Dalkulla"
"Mäntypaadentie 19",fi,"Mäntypaadentie 19"
"Kivikonkaari 17",sv,"Stensbölebågen 17"
"Rajakulma-Nikkilä",fi,"Rajakulma-Nikkilä"
"Hietaniemi - Marian sairaala - Koskela",fi,"Hietaniemi - Marian sairaala - Koskela"
"Kelkkamäentie",sv,"Kälkbacksvägen"
"Koskikuja 9",sv,"Forsgränd 9"
"KH-portti",sv,"KH-porten"
"Raudunkulma",sv,"Rautuhörnan"
"Nuottarinne 2",sv,"Notbrinken 2"
"Maakirjantie",sv,"Jordeboksvägen"
"Leppävaara-Rastaala-Veini-Jupperi",sv,"Alberga-Trastmossen-Sveins-Jupper"
"Humalniementie",fi,"Humalniementie"
"Nöykkiön koulu",fi,"Nöykkiön koulu"
"Peijaksentie",sv,"Pejasvägen"
"Nikkilä-Kerava",fi,"Nikkilä-Kerava"
"Fleminginkatu 1",fi,"Fleminginkatu 1"
"Tikkurila-Kerava",sv,"Dickursby-Kervo"
"Tapiola (M) - Niittykumpu (M) - Espoonlahti - Tillinmäki",fi,"Tapiola (M) - Niittykumpu (M) - Espoonlahti - Tillinmäki"
"Nuijamiestentie",fi,"Nuijamiestentie"
"Veräjäpelto",fi,"Veräjäpelto"
"Leppävaara-Kellonumm",fi,"Leppävaara-Kellonumm"
"Peltomyyränkuja",fi,"Peltomyyränkuja"
"Vuosaaren satama (Hansaterm.)",fi,"Vuosaaren satama (Hansaterm.)"
"Merenkulkija",sv,"Sjöfararen"
"Ilmakehä",sv,"Luftfleden"
"Tolsantie 14",fi,"Tolsantie 14"
"Rastaskukkula",fi,"Rastaskukkula"
"Tyyneläntie",fi,"Tyyneläntie"
"Rykmentinmäki",sv,"Regementsbacken"
"Hirvikalliontie",sv,"Hirvikalliovägen"
"Espoonsilta",fi,"Espoonsilta"
"Halkiantie",fi,"Halkiantie"
"Rtori8-Kontulankaari",sv,"Jvtorg8-Gårdsbackab."
"Rtori8-Kotikonnunti",sv,"Jvtorg8-Hemgårdsväg"
"Kuninkaansatama",fi,"Kuninkaansatama"
"Brödtorp",sv,"Brödtorp"
"Poutamäentie 10",fi,"Poutamäentie 10"
"Ruoholahti - Salmisaari",fi,"Ruoholahti - Salmisaari"
"Merikansantie",fi,"Merikansantie"
"Senaatintori",sv,"Senatstorget"
"Puotilan leikkiniitt",sv,"Botby lekäng"
"Tuluskuja",sv,"Elddonsgränden"
"Kyntäjäntie 17",fi,"Kyntäjäntie 17"
"Asematie 40",sv,"Stationsvägen 40"
"Rautatientori, l. 2",fi,"Rautatientori, l. 2"
"Retkeilijänkatu",fi,"Retkeilijänkatu"
"Hyljeloukku",fi,"Hyljeloukku"
"Vihdintien silta",sv,"Vichtisvägens bro"
"Katajaharjuntie 8",fi,"Katajaharjuntie 8"
"Äyritie 10",sv,"Örevägen 10"
"Elielinaukio-Leppävaara-Karamalmi-Lähderanta-Jupperi",fi,"Elielinaukio-Leppävaara-Karamalmi-Lähderanta-Jupperi"
"Kamppi, lait. 49",fi,"Kamppi, lait. 49"
"Moreenitie",sv,"Moränvägen"
"Flytintie",sv,"Flytvägen"
"Helmikuja",fi,"Helmikuja"
"Vesiniityntie",sv,"Vattuängsvägen"
"Kitön tienhaara",sv,"Kitö vägskäl"
"Herttoniemi(M)-Roihuvuori-Roihupelto",fi,"Herttoniemi(M)-Roihuvuori-Roihupelto"
"Espoon as.-Nuuksionp",fi,"Espoon as.-Nuuksionp"
"Siilintie",fi,"Siilintie"
"Hietakummuntie 1",fi,"Hietakummuntie 1"
"Hernesaari-Pajamäki",sv,"Ärtholmen-Smedjeback"
"Itäk.(M)-Myllypuro",sv,"Ö.centrum-Kvarnbäcke"
"Kisatie",sv,"Kampvägen"
"Tapiola (M), lait. 3",sv,"Hagalund (M), pf. 3"
"Pohjoisniementie",fi,"Pohjoisniementie"
"Kavallinmäki",fi,"Kavallinmäki"
"Moukaritie",fi,"Moukaritie"
"Helsinki - Leppävaara - Kauklahti",sv,"Helsingfors - Alberga - Köklax"
"Itäinen Jokipuisto",sv,"Östanåparken"
"Suinonkuja",sv,"Svinögränden"
"Tehtaankatu",fi,"Tehtaankatu"
"Kiviruukki",sv,"Stenbruket"
"Rautatientori, l.10",sv,"Järnvägstorget,pf.10"
"Ilmalan asema",sv,"Ilmala station"
"Lapilan koulu",fi,"Lapilan koulu"
"Siippoo",fi,"Siippoo"
"Abraham Wetterin tie",sv,"Abraham Wetters väg"
"Kääpäkuja",fi,"Kääpäkuja"
"Kalasääskentie",fi,"Kalasääskentie"
"Ruoholahdenranta",sv,"Gräsvikskajen"
"Hirsipadontie",sv,"Timmerdammsvägen"
"Keltamotie 35",sv,"Svalörtsvägen 35"
"Rautat-Kulomäki",sv,"Järnv-Brännberga"
"Turvesuonristi",fi,"Turvesuonristi"
"Vierumäentie",sv,"Vierumäkivägen"
"Kaiv-Myyrm-Hämk",sv,"Gruv-Myrb-Tavb"
"Klemetskogin koulu",fi,"Klemetskogin koulu"
"Finnoonsolmu",sv,"Finnoknuten"
"Sorsakorpi-Kerava as.-Mattilanpuisto",sv,"Sorsakorpi-Kervo st.-Mattilanpuisto"
"Ilmalanrinne",fi,"Ilmalanrinne"
"Porarinkatu",fi,"Porarinkatu"
"Eestinmetsä",fi,"Eestinmetsä"
"Myyrmäentie",fi,"Myyrmäentie"
"Hepomurto",fi,"Hepomurto"
"Knaperbacka",fi,"Knaperbacka"
"Lepsämänj.-Kalajärvi",sv,"Lepsämäj.-Kalajärvi"
"Etupellonpuisto",fi,"Etupellonpuisto"
"Revontulentie",fi,"Revontulentie"
"Tuottajakatu",fi,"Tuottajakatu"
"Vehkalan asema",sv,"Veckal station"
"Aurinkokivenkuja",fi,"Aurinkokivenkuja"
"Iirislahdentie",sv,"Irisviksvägen"
"Alatörmä",sv,"Nederbrinken"
"Äyritie 10",fi,"Äyritie 10"
"E-juna",fi,"E-juna"
"Laavatie 5",sv,"Lavavägen 5"
"Olympiaterm.-Ooppera",sv,"Olympiaterm.-Operan"
"Konala - Kannelmäki - Maununneva - Pirkkola",fi,"Konala - Kannelmäki - Maununneva - Pirkkola"
"Ratapihantie",fi,"Ratapihantie"
"Puotilan leikkiniitt",fi,"Puotilan leikkiniitt"
"Nynäsintie",fi,"Nynäsintie"
"Lahti",sv,"Lahti"
"Porvoonkatu 12",fi,"Porvoonkatu 12"
"Holmanmäentie 13",fi,"Holmanmäentie 13"
"Opistopolku",sv,"Institutstigen"
"Kitön tienhaara",fi,"Kitön tienhaara"
"Kiviaidantie",sv,"Stengårdsvägen"
"Kerttusentie",fi,"Kerttusentie"
"Tornitaso",fi,"Tornitaso"
"Friisilänristi",fi,"Friisilänristi"
"Hattulantie",sv,"Hattulavägen"
"Mechelininkatu 17",fi,"Mechelininkatu 17"
"Kulorastaantie",fi,"Kulorastaantie"
"Kontiotie",fi,"Kontiotie"
"Sepän koulu",fi,"Sepän koulu"
"Koulupolku",sv,"Skolstigen"
"Elielinaukio - Myyrmäki",sv,"Elielplatsen - Myrbacka"
"Rautat-Tuupakka",sv,"Järnv-Stubbacka"
"Urho Kekkosen Museo",sv,"Urho Kekkonen museet"
"Pikkalan kartano",fi,"Pikkalan kartano"
"Hämeenlinnanväylä",sv,"Tavastehusleden"
"Veklahdentie",sv,"Veckalaxvägen"
"Kurinhaka",sv,"Kurinhaka"
"Matinkylän term.",fi,"Matinkylän term."
"Puustellintie",fi,"Puustellintie"
"Linkopolku",fi,"Linkopolku"
"Juhanintie",sv,"Juhanis väg"
"Eskos",sv,"Eskos"
"Itäk.-Westendinas.",sv,"Ö. certr.-Westendst."
"Koskelantie",sv,"Forsbyvägen"
"Mattlidens skola",sv,"Mattlidens skola"
"Ruskontie",fi,"Ruskontie"
